Sample,Clostridium_perfringens,Clostridium_neonatale,Klebsiella_aerogenes,Klebsiella_oxytoca,Clostridium_innocuum,Clostridioides_difficile,Clostridium_paraputrificum,Enterococcus_faecalis,Clostridium_sp_7_2_43FAA,Klebsiella_pneumoniae,Veillonella_parvula,Proteus_mirabilis,Citrobacter_freundii,Klebsiella_michiganensis,Escherichia_coli,Peptoniphilus_harei,Campylobacter_ureolyticus,Varibaculum_cambriense,Finegoldia_magna,Proteus_hauseri,Citrobacter_amalonaticus,Gemella_asaccharolytica,Citrobacter_youngae,Citrobacter_rodentium,Enterococcus_gallinarum,Bacteroides_caecimuris,Bacteroides_thetaiotaomicron,Akkermansia_muciniphila,Lactobacillus_johnsonii,Blautia_coccoides,Clostridium_clostridioforme,Clostridium_aldenense,Lactobacillus_murinus,Parasutterella_excrementihominis,Proteobacteria_bacterium_CAG_139,Turicimonas_muris,Streptococcus_salivarius,Staphylococcus_epidermidis,Veillonella_dispar,Clostridium_asparagiforme,Clostridium_lavalense,Sphingomonas_melonis,Anaerococcus_vaginalis,Bifidobacterium_breve,Clostridium_bolteae,Clostridium_butyricum,Morganella_morganii,Anaerococcus_hydrogenalis,Negativicoccus_succinicivorans,Actinomyces_europaeus,Corynebacterium_simulans,Staphylococcus_warneri,Klebsiella_variicola,Klebsiella_quasipneumoniae,Staphylococcus_aureus,Dermabacter_hominis,Staphylococcus_argenteus,Corynebacterium_striatum,Citrobacter_pasteurii,Aeriscardovia_aeriphila,Streptococcus_thermophilus,Streptococcus_gordonii,Mycobacteroides_abscessus,Lachnospiraceae_bacterium_28_4,Lachnospiraceae_bacterium_A4,Acutalibacter_muris,Anaerotruncus_sp_G3_2012,Dorea_sp_5_2,Lachnospiraceae_bacterium_A2,Clostridium_sp_ASF502,Enterorhabdus_caecimuris,Clostridium_sp_ASF356,Lachnospiraceae_bacterium_M18_1,Oscillibacter_sp_1_3,Bifidobacterium_pseudolongum,Clostridium_cocleatum,Cutibacterium_acnes,Fusobacterium_nucleatum,Bifidobacterium_longum,Cutibacterium_avidum,Streptococcus_agalactiae,Enterobacter_cloacae_complex,Serratia_marcescens,Pseudomonas_aeruginosa_group,Lactobacillus_paragasseri,Actinomyces_sp_HPA0247,Leclercia_adecarboxylata,Staphylococcus_hominis,Actinomyces_radingae,Anaerococcus_prevotii,Achromobacter_xylosoxidans,Pedobacter_nutrimenti,Achromobacter_insuavis,Delftia_acidovorans,Paenibacillus_pasadenensis,Acinetobacter_gandensis,Acinetobacter_johnsonii,Ruthenibacterium_lactatiformans
GF23_d59_c1,0,0,8.00071,0,0,0,0,7.14575,0,0,0,0,0,0,84.85354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d59_c2,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d59_c4,0,0,0,0,4.31884,0,0,95.68116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d59_c6,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d62_dama,34.6149,8.25435,0,0.16406,19.40077,14.83734,2.58914,6.63812,2.31085,0,0,1.64843,0.99855,0,2.04653,0,0,4.17139,0,0,0,0,0.06744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42078,0,0.57267,1.26469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d62_damb,14.14448,10.2668,0,0.02652,28.60667,19.43689,2.09039,4.94494,1.05993,0,0,2.30304,0.78673,0,2.32844,0,0,6.98644,1.80061,0,0,0,0.08785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00625,1.64158,0,1.16806,1.30299,0.71868,0,0.29272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d62_damc,5.02337,6.28804,0,0.28225,30.64253,6.8182,13.25802,14.74987,1.3139,0,0,6.64798,0.59285,0,1.56932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.78291,0,1.81124,1.94817,0.27134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d7_damb,3.04936,7.66167,0,0.21447,8.09001,4.94303,1.81234,4.90702,0.07356,0,0,1.68912,1.07237,0,1.54585,0,0,4.84528,0.33871,0,0,0,0.22997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.49383,0,0.59497,1.27411,0.1618,0,0,0,0,0,0,0,0,0,0,0,0.00254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d7_damc,14.39185,14.47994,0.09536,0.06731,13.03129,19.70363,6.33215,3.9336,0.23325,0,0,3.71517,1.31056,0,2.11278,0,0,1.55351,0.46104,0,0,0,0.1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19303,13.392,0,2.67775,1.75231,0.40427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d77_damb,21.47695,7.05672,0,1.3193,29.46385,12.36186,1.58345,5.17627,0.52807,0,0,2.04934,0.58784,0,2.64646,0,0,10.16785,0.94202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03137,0,0.86746,1.22866,0.26623,0,0.24628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d80_c3,0,0,95.34295,3.98387,0,0,0,0,0,0.67318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d80_c7,0,0,47.7785,21.30656,0,0,0,0,0,0,0,0,0,0,30.91494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d84_c1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d84_c2,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d84_c3,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d84_c4,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d84_c5,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d84_c9,0,0,0,0,0.49943,4.83868,0,94.6619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d89_damb,21.88217,10.35483,0,0.11216,25.68731,10.13128,1.88057,7.07797,0.65171,0,0,2.36548,0.5845,0,1.93805,0,0,9.9237,2.38005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72658,0,1.08965,1.20673,1.97677,0,0.03049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d89_damc,2.52851,6.96946,0,0.68336,34.50024,10.81927,3.83072,26.68235,2.61443,0,0,2.67108,0.33418,0,3.01695,0,0,0,0,0,0,0,0.08275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16986,0,0.96791,2.12892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_AB_Sire_day4,0,18.49836,0,1.18222,0,8.19155,23.72835,0.48794,2.51229,0,0,0,0,0,3.6863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.71299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_B_Sire_day19,0,15.61021,0,3.29334,0,7.55031,21.34678,0.53591,2.51483,0,0,0,0.50276,0,2.63533,0,0,0,0,0,3.49802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_B_Sire_day30,0,8.39179,0,2.34987,0,10.12843,24.66245,0.71287,13.6831,0,0,0,0.18135,0,5.38805,0,0,0,0,0,2.33495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.16714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C_dam_day19,0,26.86216,0,0,0,10.31757,12.68289,0.40812,1.93476,0,11.20095,0,0,0,1.30635,0,0,3.29447,1.04111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.30395,0,2.64768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C_dam_day4,0,4.53428,0,0.27516,0,1.22811,4.56193,0.49189,0.11074,0,0,0,0,0,1.08302,0,0,0,0,0,0,0,0,60.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.87296,0,0.30144,0.22845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C_Sire_day19,0,12.06178,0,0.03551,0,4.24055,4.80391,0.71492,0.94844,0,4.39038,0,0,0,0.90388,0,0,1.90851,0.91434,0,0.42344,0,0,56.03179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46255,0,0.44376,0,0.50071,0.01197,0.20357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C_Sire_day30,0,20.1475,0,1.66927,0,8.7366,14.93089,1.2207,2.8948,0,0,0,0.26398,0,2.81727,0,0,0,0,0,0.35279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C_Sire_day4,0,20.03603,0,0,0,7.66962,8.138,1.26125,0.47115,0,8.91659,0,0.30366,0,2.3622,0,0,3.40915,0.90192,0,2.58995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.71144,0,0.34251,0.38851,0.31634,0.08964,0.09204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C1_day30,0,6.42921,0,0.50803,0,0.33873,8.51725,0.88144,0.32111,0,0,0,0.32683,0,0.60106,0,0,0,0,0,0,0,0.14573,24.01815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.95997,0,2.60683,0.34566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C1_day32,0,7.89839,0,0.84095,0,6.32192,7.59113,1.15497,0.02023,0,4.33373,0,0.71991,0,1.2839,0,0,0.03357,1.27786,0,0,0,0,14.29848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.21633,0,0,0.00861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C1_day34,0,12.51746,0,2.01175,0,2.23873,15.22692,0.22706,0.71717,0,0,0,0,0,2.59873,0,0,0,0,0,0,0,0,5.91297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.96762,0,2.0463,0.53529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C2_day30,0,0.16191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.83809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C2_day32,0,8.45726,0,0,0,1.66339,1.87698,0.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.69093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.91644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C2_day35,0,26.86216,0,0,0,10.31757,12.68289,0.40812,1.93476,0,11.20095,0,0,0,1.30635,0,0,3.29447,1.04111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.30395,0,2.64768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C2_day38,0,0,0,8.12234,0,0,0,3.01642,0,0,0,0,2.31406,0,81.76314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C2_day39,0,0,0,9.33935,0,0.72169,0.09528,20.68664,0.04954,0,0,0,19.95122,0,39.64926,0,0,0,0,0,3.43728,0,1.21423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C2_day40,0,0,0,3.41943,0,1.27751,2.12787,6.17313,0,0,0,0,19.23822,0,65.45416,0,0,0,0,0,0,0,1.30085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C2_day41,0,0,0,0,0,0,0,81.26021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.73979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C2_day42,0,12.05417,0,8.18399,0,10.56488,24.10061,0.62056,9.96709,0,0,0,1.05554,0,7.9884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.46477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C2_day45,0,15.4543,0,8.58179,0,7.12678,22.95671,0.39377,3.74298,0,0,0,0.67063,0,2.3666,0,0,0,0,0,0,0,0.08149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.62494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C3_day30,0,9.73175,0,0.66962,0,2.31741,9.66791,3.67693,0.60571,0,0,0,1.07502,0,1.42943,0,0,0,0,0,0.27853,0,0,18.95022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.91623,0,0.30932,0.37192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C3_day32,0,0,0,0,0,0,0,1.1922,0,0,0,0,13.52751,0,85.28029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C3_day34,0,1.8758,0,0,0,0,1.04642,26.05002,0,0,0.63443,0,1.50931,0,4.93496,0,0,17.46269,10.2734,0,0,0,0.46172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.95287,10.35093,0,0,0.08257,0.20238,0.1096,0.10419,0,0,0,0,0.3988,0,0,0,0,0,0.01774,0.44999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06201,0.02018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C3_day35,0,29.51152,0,0,0,10.84009,10.92407,1.36451,1.32353,0,10.20882,0,0,0,1.51582,0,0,4.5007,2.17595,0,0.77054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.48957,0,0.90748,0,0.87938,0,0.58802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C3_day39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C3_day40,0,0,0,0,0,0.73745,1.17616,1.52075,0,0,0,0,12.60374,0,79.03588,0,0,0,0,0,2.34767,0,2.09018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C3_day41,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C3_day42,0,7.58335,0,9.74718,0,7.82681,34.09711,0.60577,9.96599,0,0,0,0.2221,0,10.18928,0,0,0,0,0,0.65772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.10468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C3_day45,0,16.99971,0,3.59827,0,6.17613,20.1332,0.7248,2.86714,0,0,0,0,0,2.55291,0,0,0,0,0,0.75132,0,0.06216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.31227,0,0.82208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C4_day30,0,4.05204,0,0.80634,0,0.66854,6.4231,1.16785,0.07879,0,3.98173,0,2.11142,0,4.08567,0,0,0.79658,1.81156,0,0.53769,0,0.11701,9.76088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.91965,0,0,0.30548,0,0.07887,0.25267,0,0,0,0,0,0,0,0,0,0.04413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C4_day32,0,0,0,0,0,0,0,4.23,0,0,0,0,20.64523,0,72.23,0,0,0,0,0,0,0,2.89477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C4_day34,0,20.12075,0,0,0,4.79288,13.03006,4.68994,0.44898,0,4.15824,0,0,0,9.38098,0,0,1.13564,1.11441,0,1.58933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.39194,0,0.14686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C4_day38,0,0,0,0,0,0,0,0.26995,0,0,0,0,30.70958,0,67.04642,0,0,0,0,0,0,0,1.25214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C4_day39,0,0,0,1.80687,0,0.66724,0.07818,2.24068,0,0,0,0,19.23594,0,71.74707,0,0,0,0,0,2.48906,0,0.34583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
